idx	window_id	header	cluster
568	X63731.1_w650	X63731.1_w650	47
569	X63731.1_w700	X63731.1_w700	47
570	X63731.1_w750	X63731.1_w750	47
571	X63731.1_w800	X63731.1_w800	-1
572	X63731.1_w850	X63731.1_w850	46
573	X63731.1_w900	X63731.1_w900	46
574	X63731.1_w950	X63731.1_w950	47
575	X63731.1_w1000	X63731.1_w1000	47
576	X63731.1_w1050	X63731.1_w1050	-1
577	X63731.1_w1100	X63731.1_w1100	47
578	X63731.1_w1150	X63731.1_w1150	-1
579	X63731.1_w1200	X63731.1_w1200	47
580	X63731.1_w1250	X63731.1_w1250	38
581	X63731.1_w1300	X63731.1_w1300	-1
582	X63731.1_w1350	X63731.1_w1350	38
583	X63731.1_w1400	X63731.1_w1400	38
584	X63731.1_w1450	X63731.1_w1450	38
585	X63731.1_w1500	X63731.1_w1500	-1
586	X63731.1_w1548	X63731.1_w1548	38
587	X63732.1_w0	X63732.1_w0	47
588	X63732.1_w50	X63732.1_w50	38
589	X63732.1_w100	X63732.1_w100	38
590	X63732.1_w150	X63732.1_w150	38
591	X63732.1_w200	X63732.1_w200	-1
592	X63732.1_w250	X63732.1_w250	38
593	X63732.1_w300	X63732.1_w300	38
594	X63732.1_w350	X63732.1_w350	38
595	X63732.1_w400	X63732.1_w400	-1
596	X63732.1_w450	X63732.1_w450	38
597	X63732.1_w500	X63732.1_w500	-1
598	X63732.1_w550	X63732.1_w550	38
599	X63732.1_w600	X63732.1_w600	38
600	X63732.1_w650	X63732.1_w650	38
601	X63732.1_w700	X63732.1_w700	38
602	X63732.1_w750	X63732.1_w750	38
603	X63732.1_w800	X63732.1_w800	38
604	X63732.1_w850	X63732.1_w850	38
605	X63732.1_w872	X63732.1_w872	-1
606	X04246.1_w0	X04246.1_w0	38
607	X04246.1_w50	X04246.1_w50	38
608	X04246.1_w100	X04246.1_w100	38
609	X04246.1_w150	X04246.1_w150	38
610	X04246.1_w153	X04246.1_w153	38
611	X04244.1_w0	X04244.1_w0	38
612	X04244.1_w50	X04244.1_w50	38
613	X04244.1_w100	X04244.1_w100	38
614	X04244.1_w150	X04244.1_w150	38
615	X04244.1_w193	X04244.1_w193	38
616	X60174.1_w0	X60174.1_w0	38
617	X60174.1_w50	X60174.1_w50	38
618	X60174.1_w100	X60174.1_w100	38
619	X60174.1_w150	X60174.1_w150	38
620	X60174.1_w200	X60174.1_w200	-1
621	X60174.1_w250	X60174.1_w250	38
622	X60174.1_w300	X60174.1_w300	38
623	X60174.1_w350	X60174.1_w350	-1
624	X60174.1_w400	X60174.1_w400	-1
625	X60174.1_w450	X60174.1_w450	38
626	X60174.1_w500	X60174.1_w500	38
627	X60174.1_w550	X60174.1_w550	-1
628	X60174.1_w600	X60174.1_w600	42
629	X60174.1_w650	X60174.1_w650	42
630	X60174.1_w700	X60174.1_w700	-1
631	X60174.1_w750	X60174.1_w750	-1
632	X60174.1_w800	X60174.1_w800	38
633	X60174.1_w850	X60174.1_w850	42
634	X60174.1_w900	X60174.1_w900	-1
635	X60174.1_w950	X60174.1_w950	42
636	X60174.1_w1000	X60174.1_w1000	-1
637	X60174.1_w1050	X60174.1_w1050	-1
638	X60174.1_w1100	X60174.1_w1100	42
639	X60174.1_w1150	X60174.1_w1150	42
640	X60174.1_w1200	X60174.1_w1200	-1
641	X60174.1_w1250	X60174.1_w1250	42
642	X60174.1_w1300	X60174.1_w1300	-1
643	X60174.1_w1350	X60174.1_w1350	42
644	X60174.1_w1400	X60174.1_w1400	42
645	X60174.1_w1450	X60174.1_w1450	42
646	X60174.1_w1500	X60174.1_w1500	-1
647	X60174.1_w1550	X60174.1_w1550	-1
648	X60174.1_w1600	X60174.1_w1600	42
649	X60174.1_w1650	X60174.1_w1650	42
650	X60174.1_w1700	X60174.1_w1700	-1
651	X60174.1_w1750	X60174.1_w1750	42
652	X60174.1_w1800	X60174.1_w1800	42
653	X60174.1_w1850	X60174.1_w1850	-1
654	X60174.1_w1900	X60174.1_w1900	-1
655	X60174.1_w1950	X60174.1_w1950	41
656	X60174.1_w2000	X60174.1_w2000	41
657	X60174.1_w2050	X60174.1_w2050	-1
658	X60174.1_w2100	X60174.1_w2100	41
659	X60174.1_w2150	X60174.1_w2150	41
660	X60174.1_w2200	X60174.1_w2200	41
661	X60174.1_w2250	X60174.1_w2250	-1
662	X60174.1_w2300	X60174.1_w2300	-1
663	X60174.1_w2350	X60174.1_w2350	-1
664	X60174.1_w2400	X60174.1_w2400	41
665	X60174.1_w2450	X60174.1_w2450	-1
666	X60174.1_w2500	X60174.1_w2500	41
667	X60174.1_w2550	X60174.1_w2550	-1
668	X60174.1_w2600	X60174.1_w2600	-1
669	X60174.1_w2650	X60174.1_w2650	-1
670	X60174.1_w2700	X60174.1_w2700	-1
671	X60174.1_w2750	X60174.1_w2750	-1
672	X60174.1_w2800	X60174.1_w2800	-1
673	X60174.1_w2850	X60174.1_w2850	-1
674	X60174.1_w2900	X60174.1_w2900	-1
675	X60174.1_w2950	X60174.1_w2950	-1
676	X60174.1_w3000	X60174.1_w3000	-1
677	X60174.1_w3050	X60174.1_w3050	-1
678	X60174.1_w3100	X60174.1_w3100	-1
679	X60174.1_w3150	X60174.1_w3150	-1
680	X60174.1_w3200	X60174.1_w3200	-1
681	X60174.1_w3250	X60174.1_w3250	-1
682	X60174.1_w3300	X60174.1_w3300	-1
683	X60174.1_w3350	X60174.1_w3350	-1
684	X60174.1_w3400	X60174.1_w3400	-1
685	X60174.1_w3450	X60174.1_w3450	-1
686	X60174.1_w3500	X60174.1_w3500	-1
687	X60174.1_w3550	X60174.1_w3550	-1
688	X60174.1_w3600	X60174.1_w3600	-1
689	X60174.1_w3650	X60174.1_w3650	-1
690	X60174.1_w3700	X60174.1_w3700	-1
691	X60174.1_w3750	X60174.1_w3750	-1
692	X60174.1_w3800	X60174.1_w3800	52
693	X60174.1_w3850	X60174.1_w3850	52
694	X60174.1_w3900	X60174.1_w3900	-1
695	X60174.1_w3950	X60174.1_w3950	-1
696	X60174.1_w4000	X60174.1_w4000	-1
697	X60174.1_w4050	X60174.1_w4050	-1
698	X60174.1_w4100	X60174.1_w4100	52
699	X60174.1_w4150	X60174.1_w4150	-1
700	X60174.1_w4200	X60174.1_w4200	-1
701	X60174.1_w4250	X60174.1_w4250	-1
702	X60174.1_w4300	X60174.1_w4300	52
703	X60174.1_w4350	X60174.1_w4350	-1
704	X60174.1_w4400	X60174.1_w4400	-1
705	X60174.1_w4450	X60174.1_w4450	51
706	X60174.1_w4500	X60174.1_w4500	-1
707	X60174.1_w4550	X60174.1_w4550	-1
708	X60174.1_w4600	X60174.1_w4600	-1
709	X60174.1_w4650	X60174.1_w4650	52
710	X60174.1_w4700	X60174.1_w4700	52
711	X60174.1_w4750	X60174.1_w4750	-1
712	X60174.1_w4800	X60174.1_w4800	51
713	X60174.1_w4850	X60174.1_w4850	-1
714	X60174.1_w4900	X60174.1_w4900	-1
715	X60174.1_w4950	X60174.1_w4950	52
716	X60174.1_w5000	X60174.1_w5000	51
717	X60174.1_w5050	X60174.1_w5050	-1
718	X60174.1_w5100	X60174.1_w5100	-1
719	X60174.1_w5150	X60174.1_w5150	-1
720	X60174.1_w5200	X60174.1_w5200	-1
721	X60174.1_w5250	X60174.1_w5250	-1
722	X60174.1_w5300	X60174.1_w5300	-1
723	X60174.1_w5350	X60174.1_w5350	51
724	X60174.1_w5400	X60174.1_w5400	49
725	X60174.1_w5450	X60174.1_w5450	51
726	X60174.1_w5500	X60174.1_w5500	-1
727	X60174.1_w5550	X60174.1_w5550	-1
728	X60174.1_w5600	X60174.1_w5600	-1
729	X60174.1_w5650	X60174.1_w5650	49
730	X60174.1_w5700	X60174.1_w5700	51
731	X60174.1_w5750	X60174.1_w5750	51
732	X60174.1_w5800	X60174.1_w5800	49
733	X60174.1_w5850	X60174.1_w5850	-1
734	X60174.1_w5900	X60174.1_w5900	-1
735	X60174.1_w5950	X60174.1_w5950	49
736	X60174.1_w6000	X60174.1_w6000	49
737	X60174.1_w6029	X60174.1_w6029	49
738	X60175.1_w0	X60175.1_w0	49
739	X60175.1_w50	X60175.1_w50	49
740	X60175.1_w100	X60175.1_w100	49
741	X60175.1_w150	X60175.1_w150	49
742	X60175.1_w200	X60175.1_w200	-1
743	X60175.1_w250	X60175.1_w250	49
744	X60175.1_w300	X60175.1_w300	49
745	X60175.1_w350	X60175.1_w350	-1
746	X60175.1_w400	X60175.1_w400	-1
747	X60175.1_w450	X60175.1_w450	49
748	X60175.1_w500	X60175.1_w500	49
749	X60175.1_w550	X60175.1_w550	-1
750	X60175.1_w600	X60175.1_w600	-1
751	X60175.1_w650	X60175.1_w650	49
752	X60175.1_w700	X60175.1_w700	-1
753	X60175.1_w750	X60175.1_w750	48
754	X60175.1_w800	X60175.1_w800	-1
755	X60175.1_w850	X60175.1_w850	48
756	X60175.1_w900	X60175.1_w900	-1
757	X60175.1_w950	X60175.1_w950	-1
758	X60175.1_w1000	X60175.1_w1000	-1
759	X60175.1_w1050	X60175.1_w1050	48
760	X60175.1_w1100	X60175.1_w1100	48
761	X60175.1_w1150	X60175.1_w1150	-1
762	X60175.1_w1200	X60175.1_w1200	48
763	X60175.1_w1250	X60175.1_w1250	48
764	X60175.1_w1300	X60175.1_w1300	-1
765	X60175.1_w1350	X60175.1_w1350	-1
766	X60175.1_w1400	X60175.1_w1400	48
767	X60175.1_w1450	X60175.1_w1450	48
768	X60175.1_w1500	X60175.1_w1500	48
769	X60175.1_w1550	X60175.1_w1550	48
770	X60175.1_w1600	X60175.1_w1600	48
771	X60175.1_w1650	X60175.1_w1650	-1
772	X60175.1_w1700	X60175.1_w1700	48
773	X60175.1_w1750	X60175.1_w1750	-1
774	X60175.1_w1800	X60175.1_w1800	48
775	X60175.1_w1850	X60175.1_w1850	48
776	X60175.1_w1900	X60175.1_w1900	48
777	X60175.1_w1950	X60175.1_w1950	48
778	X60175.1_w2000	X60175.1_w2000	48
779	X60175.1_w2050	X60175.1_w2050	-1
780	X60175.1_w2100	X60175.1_w2100	48
781	X60175.1_w2150	X60175.1_w2150	-1
782	X60175.1_w2200	X60175.1_w2200	-1
783	X60175.1_w2250	X60175.1_w2250	48
784	X60175.1_w2300	X60175.1_w2300	48
785	X60175.1_w2350	X60175.1_w2350	-1
786	X60175.1_w2400	X60175.1_w2400	48
787	X60175.1_w2450	X60175.1_w2450	48
788	X60175.1_w2500	X60175.1_w2500	48
789	X60175.1_w2550	X60175.1_w2550	48
790	X60175.1_w2600	X60175.1_w2600	48
791	X60175.1_w2650	X60175.1_w2650	48
792	X60175.1_w2700	X60175.1_w2700	48
793	X60175.1_w2750	X60175.1_w2750	48
794	X60175.1_w2800	X60175.1_w2800	48
795	X60175.1_w2850	X60175.1_w2850	-1
796	X60175.1_w2900	X60175.1_w2900	-1
797	X60175.1_w2950	X60175.1_w2950	48
798	X60175.1_w3000	X60175.1_w3000	-1
799	X60175.1_w3050	X60175.1_w3050	48
800	X60175.1_w3100	X60175.1_w3100	-1
801	X60175.1_w3150	X60175.1_w3150	-1
802	X60175.1_w3200	X60175.1_w3200	56
803	X60175.1_w3250	X60175.1_w3250	57
804	X60175.1_w3300	X60175.1_w3300	56
805	X60175.1_w3350	X60175.1_w3350	-1
806	X60175.1_w3400	X60175.1_w3400	-1
807	X60175.1_w3450	X60175.1_w3450	56
808	X60175.1_w3500	X60175.1_w3500	56
809	X60175.1_w3528	X60175.1_w3528	57
810	X60176.1_w0	X60176.1_w0	56
811	X60176.1_w50	X60176.1_w50	-1
812	X60176.1_w100	X60176.1_w100	57
813	X60176.1_w150	X60176.1_w150	-1
814	X60176.1_w200	X60176.1_w200	57
815	X60176.1_w250	X60176.1_w250	-1
816	X60176.1_w300	X60176.1_w300	-1
817	X60176.1_w350	X60176.1_w350	56
818	X60176.1_w400	X60176.1_w400	-1
819	X60176.1_w450	X60176.1_w450	-1
820	X60176.1_w500	X60176.1_w500	57
821	X60176.1_w550	X60176.1_w550	57
822	X60176.1_w600	X60176.1_w600	-1
823	X60176.1_w650	X60176.1_w650	57
824	X60176.1_w700	X60176.1_w700	57
825	X60176.1_w750	X60176.1_w750	57
826	X60176.1_w800	X60176.1_w800	-1
827	X60176.1_w850	X60176.1_w850	-1
828	X60176.1_w900	X60176.1_w900	57
829	X60176.1_w950	X60176.1_w950	-1
830	X60176.1_w1000	X60176.1_w1000	-1
831	X60176.1_w1050	X60176.1_w1050	57
832	X60176.1_w1100	X60176.1_w1100	57
833	X60176.1_w1150	X60176.1_w1150	-1
834	X60176.1_w1200	X60176.1_w1200	-1
835	X60176.1_w1250	X60176.1_w1250	-1
836	X60176.1_w1300	X60176.1_w1300	-1
837	X60176.1_w1350	X60176.1_w1350	55
838	X60176.1_w1400	X60176.1_w1400	-1
839	X60176.1_w1450	X60176.1_w1450	-1
840	X60176.1_w1500	X60176.1_w1500	55
841	X60176.1_w1550	X60176.1_w1550	-1
842	X60176.1_w1600	X60176.1_w1600	-1
843	X60176.1_w1650	X60176.1_w1650	55
844	X60176.1_w1700	X60176.1_w1700	-1
845	X60176.1_w1750	X60176.1_w1750	57
846	X60176.1_w1800	X60176.1_w1800	55
847	X60176.1_w1850	X60176.1_w1850	-1
848	X60176.1_w1900	X60176.1_w1900	55
849	X60176.1_w1950	X60176.1_w1950	-1
850	X60176.1_w2000	X60176.1_w2000	-1
851	X60176.1_w2050	X60176.1_w2050	-1
852	X60176.1_w2100	X60176.1_w2100	-1
853	X60176.1_w2150	X60176.1_w2150	-1
854	X60176.1_w2200	X60176.1_w2200	-1
855	X60176.1_w2250	X60176.1_w2250	-1
856	X60176.1_w2300	X60176.1_w2300	-1
857	X60176.1_w2350	X60176.1_w2350	34
858	X60176.1_w2400	X60176.1_w2400	-1
859	X60176.1_w2450	X60176.1_w2450	-1
860	X60176.1_w2500	X60176.1_w2500	-1
861	X60176.1_w2550	X60176.1_w2550	34
862	X60176.1_w2600	X60176.1_w2600	-1
863	X60176.1_w2650	X60176.1_w2650	34
864	X60176.1_w2700	X60176.1_w2700	34
865	X60176.1_w2750	X60176.1_w2750	34
866	X60176.1_w2800	X60176.1_w2800	34
867	X60176.1_w2850	X60176.1_w2850	-1
868	X60176.1_w2900	X60176.1_w2900	34
869	X60176.1_w2950	X60176.1_w2950	-1
870	X60176.1_w3000	X60176.1_w3000	-1
871	X60176.1_w3050	X60176.1_w3050	-1
872	X60176.1_w3100	X60176.1_w3100	-1
873	X60176.1_w3150	X60176.1_w3150	34
874	X60176.1_w3200	X60176.1_w3200	34
875	X60176.1_w3250	X60176.1_w3250	33
876	X60176.1_w3300	X60176.1_w3300	34
877	X60176.1_w3350	X60176.1_w3350	34
878	X60176.1_w3400	X60176.1_w3400	-1
879	X60176.1_w3450	X60176.1_w3450	34
880	X60176.1_w3500	X60176.1_w3500	33
881	X60176.1_w3550	X60176.1_w3550	34
882	X60176.1_w3600	X60176.1_w3600	-1
883	X60176.1_w3650	X60176.1_w3650	-1
884	X60176.1_w3700	X60176.1_w3700	33
885	X60176.1_w3750	X60176.1_w3750	33
886	X60176.1_w3800	X60176.1_w3800	33
887	X60176.1_w3850	X60176.1_w3850	-1
888	X60176.1_w3900	X60176.1_w3900	-1
889	X60176.1_w3950	X60176.1_w3950	33
890	X60176.1_w4000	X60176.1_w4000	33
891	X60176.1_w4050	X60176.1_w4050	-1
892	X60176.1_w4100	X60176.1_w4100	33
893	X60176.1_w4150	X60176.1_w4150	33
894	X60176.1_w4200	X60176.1_w4200	33
895	X60176.1_w4250	X60176.1_w4250	33
896	X60176.1_w4300	X60176.1_w4300	-1
897	X60176.1_w4350	X60176.1_w4350	33
898	X60176.1_w4400	X60176.1_w4400	33
899	X60176.1_w4450	X60176.1_w4450	33
900	X60176.1_w4500	X60176.1_w4500	-1
901	X60176.1_w4550	X60176.1_w4550	33
902	X60176.1_w4600	X60176.1_w4600	33
903	X60176.1_w4650	X60176.1_w4650	34
904	X60176.1_w4700	X60176.1_w4700	33
905	X60176.1_w4750	X60176.1_w4750	33
906	X60176.1_w4800	X60176.1_w4800	33
907	X60176.1_w4850	X60176.1_w4850	33
908	X60176.1_w4900	X60176.1_w4900	33
909	X60176.1_w4950	X60176.1_w4950	33
910	X60176.1_w4968	X60176.1_w4968	-1
911	X17670.1_w0	X17670.1_w0	33
912	X17670.1_w50	X17670.1_w50	33
913	X17670.1_w100	X17670.1_w100	33
914	X17670.1_w150	X17670.1_w150	33
915	X17671.1_w0	X17671.1_w0	-1
916	X17671.1_w50	X17671.1_w50	-1
917	X17671.1_w100	X17671.1_w100	33
918	X17671.1_w141	X17671.1_w141	33
919	X17672.1_w0	X17672.1_w0	33
920	X17672.1_w50	X17672.1_w50	-1
921	X17672.1_w100	X17672.1_w100	33
922	X17672.1_w141	X17672.1_w141	33
923	X17673.1_w0	X17673.1_w0	33
924	X17673.1_w50	X17673.1_w50	-1
925	X17673.1_w100	X17673.1_w100	-1
926	X17673.1_w141	X17673.1_w141	33
927	X17674.1_w0	X17674.1_w0	-1
928	X17674.1_w50	X17674.1_w50	-1
929	X17674.1_w100	X17674.1_w100	-1
930	X17674.1_w141	X17674.1_w141	33
931	X57584.1_full	X57584.1_full	-1
932	X57585.1_full	X57585.1_full	-1
933	X57586.1_full	X57586.1_full	98
934	X57587.1_full	X57587.1_full	-1
935	X57588.1_full	X57588.1_full	98
936	X57589.1_full	X57589.1_full	-1
937	X57590.1_full	X57590.1_full	-1
938	X57591.1_full	X57591.1_full	-1
939	X06555.1_w0	X06555.1_w0	-1
940	X06555.1_w50	X06555.1_w50	-1
941	X06555.1_w100	X06555.1_w100	-1
942	X06555.1_w150	X06555.1_w150	-1
943	X06555.1_w200	X06555.1_w200	-1
944	X06555.1_w250	X06555.1_w250	-1
945	X06555.1_w300	X06555.1_w300	-1
946	X06555.1_w350	X06555.1_w350	-1
947	X06555.1_w400	X06555.1_w400	-1
948	X06555.1_w450	X06555.1_w450	94
949	X06555.1_w500	X06555.1_w500	-1
950	X06555.1_w550	X06555.1_w550	-1
951	X06555.1_w565	X06555.1_w565	-1
952	X06556.1_full	X06556.1_full	-1
953	X57134.1_w0	X57134.1_w0	108
954	X57134.1_w50	X57134.1_w50	-1
955	X57134.1_w100	X57134.1_w100	-1
956	X57134.1_w150	X57134.1_w150	108
957	X57134.1_w200	X57134.1_w200	-1
958	X57134.1_w250	X57134.1_w250	-1
959	X57134.1_w300	X57134.1_w300	108
960	X57134.1_w350	X57134.1_w350	-1
961	X57134.1_w400	X57134.1_w400	108
962	X57134.1_w450	X57134.1_w450	-1
963	X57134.1_w500	X57134.1_w500	108
964	X57134.1_w550	X57134.1_w550	-1
965	X57134.1_w600	X57134.1_w600	-1
966	X57134.1_w650	X57134.1_w650	-1
967	X57134.1_w700	X57134.1_w700	-1
968	X57134.1_w750	X57134.1_w750	108
969	X57134.1_w800	X57134.1_w800	-1
970	X57134.1_w850	X57134.1_w850	108
971	X57134.1_w867	X57134.1_w867	108
972	X57135.1_w0	X57135.1_w0	108
973	X57135.1_w50	X57135.1_w50	108
974	X57135.1_w100	X57135.1_w100	-1
975	X57135.1_w150	X57135.1_w150	108
976	X57135.1_w200	X57135.1_w200	78
977	X57135.1_w250	X57135.1_w250	122
978	X57135.1_w300	X57135.1_w300	-1
979	X57135.1_w350	X57135.1_w350	122
980	X57135.1_w400	X57135.1_w400	108
981	X57135.1_w450	X57135.1_w450	122
982	X57135.1_w500	X57135.1_w500	108
983	X57135.1_w550	X57135.1_w550	-1
984	X57135.1_w600	X57135.1_w600	78
985	X57135.1_w650	X57135.1_w650	108
986	X57135.1_w700	X57135.1_w700	-1
987	X57135.1_w734	X57135.1_w734	108
988	X56810.1_w0	X56810.1_w0	-1
989	X56810.1_w50	X56810.1_w50	-1
990	X56810.1_w100	X56810.1_w100	-1
991	X56810.1_w150	X56810.1_w150	108
992	X56810.1_w200	X56810.1_w200	122
993	X56810.1_w250	X56810.1_w250	-1
994	X56810.1_w300	X56810.1_w300	122
995	X56810.1_w350	X56810.1_w350	122
996	X56810.1_w400	X56810.1_w400	78
997	X56810.1_w450	X56810.1_w450	78
998	X56810.1_w500	X56810.1_w500	122
999	X56810.1_w550	X56810.1_w550	122
1000	X56810.1_w600	X56810.1_w600	-1
1001	X56810.1_w650	X56810.1_w650	122
1002	X56810.1_w700	X56810.1_w700	-1
1003	X56810.1_w750	X56810.1_w750	122
1004	X56810.1_w800	X56810.1_w800	122
1005	X56810.1_w850	X56810.1_w850	-1
1006	X56810.1_w900	X56810.1_w900	-1
1007	X56810.1_w950	X56810.1_w950	-1
1008	X56810.1_w1000	X56810.1_w1000	122
1009	X56810.1_w1050	X56810.1_w1050	-1
1010	X56810.1_w1100	X56810.1_w1100	78
1011	X56810.1_w1150	X56810.1_w1150	130
1012	X56810.1_w1200	X56810.1_w1200	-1
1013	X56810.1_w1250	X56810.1_w1250	-1
1014	X56810.1_w1300	X56810.1_w1300	-1
1015	X56810.1_w1350	X56810.1_w1350	130
1016	X56810.1_w1400	X56810.1_w1400	-1
1017	X56810.1_w1450	X56810.1_w1450	-1
1018	X56810.1_w1500	X56810.1_w1500	130
1019	X56810.1_w1550	X56810.1_w1550	122
1020	X56810.1_w1600	X56810.1_w1600	122
1021	X56810.1_w1650	X56810.1_w1650	129
1022	X56810.1_w1700	X56810.1_w1700	-1
1023	X56810.1_w1750	X56810.1_w1750	128
1024	X56810.1_w1800	X56810.1_w1800	128
1025	X56810.1_w1850	X56810.1_w1850	-1
1026	X56810.1_w1900	X56810.1_w1900	-1
1027	X56810.1_w1950	X56810.1_w1950	-1
1028	X56810.1_w2000	X56810.1_w2000	129
1029	X56810.1_w2050	X56810.1_w2050	131
1030	X56810.1_w2100	X56810.1_w2100	-1
1031	X56810.1_w2150	X56810.1_w2150	129
1032	X56810.1_w2200	X56810.1_w2200	-1
1033	X56810.1_w2250	X56810.1_w2250	130
1034	X56810.1_w2279	X56810.1_w2279	129
1035	X04892.1_w0	X04892.1_w0	-1
1036	X04892.1_w50	X04892.1_w50	131
1037	X04892.1_w81	X04892.1_w81	131
1038	X06426.1_w0	X06426.1_w0	131
1039	X06426.1_w50	X06426.1_w50	131
1040	X06426.1_w100	X06426.1_w100	-1
1041	X06426.1_w150	X06426.1_w150	131
1042	X06426.1_w200	X06426.1_w200	131
1043	X06426.1_w250	X06426.1_w250	131
1044	X06426.1_w300	X06426.1_w300	131
1045	X06426.1_w350	X06426.1_w350	-1
1046	X06426.1_w400	X06426.1_w400	131
1047	X06426.1_w450	X06426.1_w450	131
1048	X06426.1_w500	X06426.1_w500	130
1049	X06426.1_w550	X06426.1_w550	131
1050	X06426.1_w600	X06426.1_w600	131
1051	X06426.1_w650	X06426.1_w650	131
1052	X06426.1_w700	X06426.1_w700	131
1053	X06426.1_w750	X06426.1_w750	131
1054	X06426.1_w800	X06426.1_w800	131
1055	X06426.1_w850	X06426.1_w850	131
1056	X06426.1_w859	X06426.1_w859	-1
1057	X17483.1_w0	X17483.1_w0	131
1058	X17483.1_w50	X17483.1_w50	131
1059	X17483.1_w100	X17483.1_w100	131
1060	X17483.1_w150	X17483.1_w150	131
1061	X17483.1_w200	X17483.1_w200	131
1062	X17483.1_w250	X17483.1_w250	131
1063	X17483.1_w300	X17483.1_w300	131
1064	X17483.1_w350	X17483.1_w350	-1
1065	X17483.1_w400	X17483.1_w400	131
1066	X17483.1_w450	X17483.1_w450	131
1067	X17483.1_w500	X17483.1_w500	131
1068	X17483.1_w550	X17483.1_w550	131
1069	X17483.1_w600	X17483.1_w600	-1
1070	X17483.1_w650	X17483.1_w650	131
1071	X17483.1_w700	X17483.1_w700	-1
1072	X17483.1_w750	X17483.1_w750	131
1073	X17483.1_w800	X17483.1_w800	-1
1074	X17483.1_w850	X17483.1_w850	131
1075	X17483.1_w900	X17483.1_w900	-1
1076	X17483.1_w923	X17483.1_w923	131
1077	X17484.1_w0	X17484.1_w0	131
1078	X17484.1_w50	X17484.1_w50	131
1079	X17484.1_w100	X17484.1_w100	131
1080	X17484.1_w150	X17484.1_w150	131
1081	X17484.1_w200	X17484.1_w200	131
1082	X17484.1_w250	X17484.1_w250	-1
1083	X17484.1_w300	X17484.1_w300	131
1084	X17484.1_w350	X17484.1_w350	131
1085	X17484.1_w400	X17484.1_w400	131
1086	X17484.1_w450	X17484.1_w450	131
1087	X17484.1_w453	X17484.1_w453	131
1088	X17485.1_w0	X17485.1_w0	131
1089	X17485.1_w50	X17485.1_w50	131
1090	X17485.1_w100	X17485.1_w100	131
1091	X17485.1_w150	X17485.1_w150	131
1092	X17485.1_w200	X17485.1_w200	131
1093	X17485.1_w250	X17485.1_w250	131
1094	X17485.1_w300	X17485.1_w300	131
1095	X17485.1_w350	X17485.1_w350	131
1096	X17485.1_w400	X17485.1_w400	131
1097	X17485.1_w450	X17485.1_w450	131
1098	X17485.1_w500	X17485.1_w500	131
1099	X17485.1_w550	X17485.1_w550	131
1100	X17485.1_w600	X17485.1_w600	131
1101	X17485.1_w650	X17485.1_w650	131
1102	X17485.1_w700	X17485.1_w700	131
1103	X17485.1_w750	X17485.1_w750	131
1104	X17485.1_w800	X17485.1_w800	131
1105	X17485.1_w850	X17485.1_w850	131
1106	X17485.1_w900	X17485.1_w900	131
1107	X17485.1_w950	X17485.1_w950	131
1108	X17485.1_w1000	X17485.1_w1000	131
1109	X17485.1_w1050	X17485.1_w1050	131
1110	X17485.1_w1100	X17485.1_w1100	131
1111	X17485.1_w1150	X17485.1_w1150	131
1112	X17485.1_w1200	X17485.1_w1200	-1
1113	X17485.1_w1250	X17485.1_w1250	131
1114	X17485.1_w1300	X17485.1_w1300	131
1115	X17485.1_w1350	X17485.1_w1350	131
1116	X17485.1_w1400	X17485.1_w1400	131
1117	X17485.1_w1450	X17485.1_w1450	131
1118	X17485.1_w1500	X17485.1_w1500	131
1119	X17485.1_w1550	X17485.1_w1550	131
1120	X17485.1_w1600	X17485.1_w1600	-1
1121	X17485.1_w1650	X17485.1_w1650	131
1122	X17485.1_w1700	X17485.1_w1700	131
1123	X17485.1_w1750	X17485.1_w1750	131
1124	X17485.1_w1800	X17485.1_w1800	131
1125	X17485.1_w1850	X17485.1_w1850	131
1126	X17485.1_w1900	X17485.1_w1900	131
1127	X17485.1_w1950	X17485.1_w1950	-1
1128	X17485.1_w2000	X17485.1_w2000	131
1129	X17485.1_w2050	X17485.1_w2050	131
1130	X17485.1_w2100	X17485.1_w2100	131
1131	X17485.1_w2150	X17485.1_w2150	131
1132	X17485.1_w2200	X17485.1_w2200	131
1133	X17485.1_w2250	X17485.1_w2250	131
1134	X17485.1_w2300	X17485.1_w2300	131
1135	X17485.1_w2350	X17485.1_w2350	131
1136	X17485.1_w2400	X17485.1_w2400	132
1137	X17485.1_w2450	X17485.1_w2450	131
1138	X17485.1_w2500	X17485.1_w2500	131
1139	X17485.1_w2550	X17485.1_w2550	132
1140	X17485.1_w2600	X17485.1_w2600	-1
1141	X17485.1_w2650	X17485.1_w2650	131
1142	X17485.1_w2700	X17485.1_w2700	-1
1143	X17485.1_w2750	X17485.1_w2750	131
1144	X17485.1_w2800	X17485.1_w2800	132
1145	X17485.1_w2850	X17485.1_w2850	132
1146	X17485.1_w2900	X17485.1_w2900	132
1147	X17485.1_w2950	X17485.1_w2950	132
1148	X17485.1_w3000	X17485.1_w3000	132
1149	X17485.1_w3050	X17485.1_w3050	132
1150	X17485.1_w3100	X17485.1_w3100	132
1151	X17485.1_w3150	X17485.1_w3150	132
1152	X17485.1_w3200	X17485.1_w3200	132
1153	X17485.1_w3250	X17485.1_w3250	132
1154	X17485.1_w3300	X17485.1_w3300	132
1155	X17485.1_w3350	X17485.1_w3350	132
1156	X17485.1_w3400	X17485.1_w3400	132
